,meteorite_name,recclass,mass_g,impact_year,retclat,reclong
2251,Allan Hills 88067,H6,13.22,1988,-76.71667,159.33333
2252,Allan Hills 88068,H6,12.79,1988,-76.71667,159.33333
2253,Allan Hills 88069,H5,12.86,1988,-76.71667,159.33333
2254,Allan Hills 88070,EH3,12.12,1988,-76.71086,159.15038
2255,Allan Hills 88071,H5,12.1,1988,-76.71667,159.33333
2256,Allan Hills 88072,H5,12.33,1988,-76.72315,158.72353
2257,Allan Hills 88073,L/LL3,12.47,1988,-76.68219,159.31165
2258,Allan Hills 88074,H5,12.42,1988,-76.69205,159.29708
2259,Allan Hills 88075,H6,10.9,1988,-76.71667,159.33333
2260,Allan Hills 88076,H5,11.1,1988,-76.71667,159.33333
2261,Allan Hills 88077,H4,11.3,1988,-76.71667,159.33333
2262,Allan Hills 88078,H6,11.47,1988,-76.71667,159.33333
2263,Allan Hills 88079,H5,11.36,1988,-76.71667,159.33333
2264,Allan Hills 88080,H5,11.54,1988,-76.71667,159.33333
2265,Allan Hills 88081,H5,11.14,1988,-76.72249,158.7338
2266,Allan Hills 88082,H5-6,11.43,1988,-76.71667,159.33333
2267,Allan Hills 88083,H4,11.86,1988,-76.69205,159.29708
2268,Allan Hills 88084,L6,11.51,1988,-76.71667,159.33333
2269,Allan Hills 88085,H5,10.15,1988,-76.71667,159.33333
2270,Allan Hills 88086,H5,10.08,1988,-76.71667,159.33333
2271,Allan Hills 88087,H4,10.44,1988,-76.71667,159.33333
2272,Allan Hills 88088,H5,10.5,1988,-76.71667,159.33333
2273,Allan Hills 88089,L6,9.16,1988,-76.71667,159.33333
2274,Allan Hills 88090,H4,9.7,1988,-76.71667,159.33333
2275,Allan Hills 88091,H5,9.36,1988,-76.68789,159.38628
2276,Allan Hills 88092,H5,9.66,1988,-76.71667,159.33333
2277,Allan Hills 88093,H5,8.84,1988,-76.71667,159.33333
2278,Allan Hills 88094,H5,8.27,1988,-76.71667,159.33333
2279,Allan Hills 88095,H5,8.45,1988,-76.69458,159.28725
2280,Allan Hills 88097,H6,8.33,1988,-76.71667,159.33333
2281,Allan Hills 88098,L/LL3,8.51,1988,-76.68231,159.31165
2282,Allan Hills 88099,H5,8.62,1988,-76.71667,159.33333
2283,Allan Hills 88100,H5,8.49,1988,-76.71667,159.33333
2284,Allan Hills 88101,H5-6,8.16,1988,-76.71667,159.33333
2285,Allan Hills 88102,Howardite,8.33,1988,-76.71667,159.33333
2286,Allan Hills 88103,H5,6.88,1988,-76.71667,159.33333
2287,Allan Hills 88104,H5,7.09,1988,-76.71667,159.33333
2288,Allan Hills 88105,L3,7.38,1988,-76.71667,159.33333
2289,Allan Hills 88106,H4,7.22,1988,-76.71667,159.33333
2290,Allan Hills 88107,H5,7.11,1988,-76.71667,159.33333
2291,Allan Hills 88108,H6,7.12,1988,-76.71667,159.33333
2292,Allan Hills 88109,L6,7.19,1988,-76.71667,159.33333
2293,Allan Hills 88110,H5,8.3,1988,-76.71667,159.33333
2294,Allan Hills 88111,H5,6.94,1988,-76.71667,159.33333
2295,Allan Hills 88112,H5,6.02,1988,-76.71667,159.33333
2296,Allan Hills 88113,H5,5.84,1988,-76.71667,159.33333
2297,Allan Hills 88114,H4,6.42,1988,-76.71667,159.33333
2298,Allan Hills 88115,H5,6.03,1988,-76.71667,159.33333
2299,Allan Hills 88116,H5,6.74,1988,-76.71667,159.33333
2300,Allan Hills 88117,H6,5.16,1988,-76.71667,159.33333
2301,Allan Hills 88118,H6,5.72,1988,-76.71667,159.33333
2302,Allan Hills 88119,H7,5.06,1988,-76.69458,159.28725
2303,Allan Hills 88124,H5,5.39,1988,-76.68052,159.32969
2304,Allan Hills 88129,L/LL3,4.68,1988,-76.69458,159.28725
2305,Allan Hills 88135,Howardite,4.75,1988,-76.69106,159.28169
2306,Allan Hills 88148,H5,2.4,1988,-76.69341,159.40893
2307,Allan Hills 88149,H5,2.76,1988,-76.71086,159.15038
2308,Allan Hills 88155,H5,2.44,1988,-76.71086,159.15038
2309,Allan Hills 88159,H4,2.12,1988,-76.71086,159.15038
2310,Allan Hills 90400,L6,36.3,1990,-76.73561,159.37968
2311,Allan Hills 90401,LL6,274.1,1990,-76.72511,159.19525
2312,Allan Hills 90402,H5,1.7,1990,-76.70085,159.39389
2313,Allan Hills 90403,H5,38.6,1990,-76.7232,159.27343
2314,Allan Hills 90404,L6,36.6,1990,-76.72984,159.21444
2315,Allan Hills 90405,L4,210.4,1990,-76.73758,159.40921
2316,Allan Hills 90406,H5,6.8,1990,-76.9512,156.93593
2317,Allan Hills 90407,CM2,0.6,1990,-76.95444,156.93741
2318,Allan Hills 90408,H5,9,1990,-76.96706,156.90663
2319,Allan Hills 90409,L6,0.8,1990,-76.97131,156.90059
2320,Allan Hills 90410,H5,20.1,1990,-76.97765,156.92485
2321,Allan Hills 90411,L3.7,"5,836.50",1990,-76.98079,156.93013
2322,Allan Hills 90412,H5,6.3,1990,-77.01668,156.92231
2323,Allan Hills 90413,H5,54.8,1990,-77.01544,156.93008
2324,Allan Hills 90414,H5,15.6,1990,-77.02314,156.98036
2325,Allan Hills 94001,L/LL4,196.5,1994,-76.71667,159.66667
2326,Allan Hills 94002,L6,8.9,1994,-76.71667,159.66667
2327,Allan Hills 94003,H5,90.2,1994,-76.71667,159.66667
2328,Allan Hills 94004,H5,5.6,1994,-76.71667,159.66667
2329,Allan Hills 94005,H5,8.2,1994,-76.71667,159.66667
2330,Allan Hills 94006,H6,13.5,1994,-76.71667,159.66667
2331,Allan Hills 94007,L3.4,1.2,1994,-76.71667,159.66667
2332,Allan Hills 94008,H6,6.3,1994,-76.71667,159.66667
2333,Allan Hills 94009,L6,25.3,1994,-76.71667,159.66667
2334,Allan Hills 94010,L6,8,1994,-76.71667,159.66667
2335,Allan Hills 94011,L6,2.4,1994,-76.71667,159.66667
2336,Allan Hills 94012,L4,9,1994,-76.71667,159.66667
2337,Allan Hills 94013,L6,10.6,1994,-76.71667,159.66667
2338,Allan Hills 94014,L6,22.9,1994,-76.71667,159.66667
2339,Allan Hills 94015,L6,8.1,1994,-76.71667,159.66667
2340,Allan Hills 94016,L6,9.8,1994,-76.71667,159.66667
2341,Allan Hills 94017,L6,9.6,1994,-76.71667,159.66667
2342,Allan Hills 94018,L6,36.3,1994,-76.71667,159.66667
2343,Allan Hills 94019,L6,6.1,1994,-76.71667,159.66667
2344,Allan Hills 94020,L6,14.3,1994,-76.71667,159.66667
2345,Allan Hills 95100,L6,19.3,1995,-76.71667,159.66667
2346,Allan Hills 95101,L6,12.2,1995,-76.71667,159.66667
2347,Allan Hills 95102,L6,7,1995,-76.71667,159.66667
2348,Allan Hills 95103,L6,12.9,1995,-76.71667,159.66667
2349,Allan Hills 95104,H5,1.5,1995,-76.71667,159.66667
2350,Allan Hills 95105,H5,1.1,1995,-76.71667,159.66667
2351,Allan Hills 95106,H5,1.4,1995,-76.71667,159.66667
2352,Allan Hills 95107,L6,26.2,1995,-76.71667,159.66667
2353,Allan Hills 95108,H6,8.7,1995,-76.71667,159.66667
2354,Allan Hills 95109,L6,20.3,1995,-76.71667,159.66667
2355,Allan Hills 97100,L6,342.8,1997,-76.71667,159.66667
2356,Allan Hills 97101,H5,222.4,1997,-76.71667,159.66667
2357,Allan Hills 97102,H5,190.3,1997,-76.71667,159.66667
2358,Allan Hills 97103,H6,83.3,1997,-76.71667,159.66667
2359,Allan Hills 97104,H6,67.1,1997,-76.71667,159.66667
2360,Allan Hills 97105,H6,17.8,1997,-76.71667,159.66667
2361,Allan Hills 97106,H6,15.3,1997,-76.71667,159.66667
2362,Allan Hills 97107,H5,44.1,1997,-76.71667,159.66667
2363,Allan Hills 97108,H6,60.1,1997,-76.71667,159.66667
2364,Allan Hills 97109,H6,33.4,1997,-76.71667,159.66667
2365,Allan Hills 97110,H5,3.6,1997,-76.71667,159.66667
2366,Allan Hills 97111,H5,8.9,1997,-76.71667,159.66667
2367,Allan Hills 99101,LL3,103.4,2000,-76.76098,159.45252
2368,Allan Hills 99500,CM2,13.6,1999,-76.71667,159.66667
2369,Allan Hills 99501,H6,20.3,1999,-76.71667,159.66667
2370,Allan Hills 99502,L5,13.7,1999,-76.71667,159.66667
2371,Allan Hills 99503,H4,36.1,1999,-76.71667,159.66667
2372,Allan Hills 99504,H6,186,1999,-76.71667,159.66667
2373,Allan Hills 99505,H6,453.6,1999,-76.71667,159.66667
2374,Allan Hills 99506,H5,"1,009.20",1999,-76.71667,159.66667
2375,Allan Hills A76001,L6,"20,151",1976,-76.75,159.33333
2376,Allan Hills A76002,"Iron, IAB-MG","1,510",1976,-76.71667,159.66667
2377,Allan Hills A76003,L6,"10,495",1976,-76.71667,159.66667
2378,Allan Hills A76004,LL3.3,305,1976,-76.71667,159.66667
2379,Allan Hills A76005,Eucrite-pmict,"1,425",1976,-76.71667,159.66667
2380,Allan Hills A76006,H6,"1,137",1976,-76.71667,159.66667
2381,Allan Hills A76007,L6,410,1976,-76.71667,159.66667
2382,Allan Hills A76008,H6,"1,150",1976,-76.71667,159.66667
2383,Allan Hills A76009,L6,"407,000",1976,-76.71667,159.66667
2384,Allan Hills A77001,L6,252,1977,-76.75,159.33333
2385,Allan Hills A77002,L5,235.2,1977,-76.71667,159.66667
2386,Allan Hills A77003,CO3.6,779.6,1977,-76.71667,159.66667
2387,Allan Hills A77004,H4,"2,230",1977,-76.71667,159.66667
2388,Allan Hills A77005,Martian (shergottite),482.5,1977,-76.71667,159.66667
2389,Allan Hills A77007,H5,99.3,1977,-76.71667,159.66667
2390,Allan Hills A77008,L6,93,1977,-76.71667,159.66667
2391,Allan Hills A77009,H4,235.5,1977,-76.71667,159.66667
2392,Allan Hills A77010,H4,295.8,1977,-76.71667,159.66667
2393,Allan Hills A77011,L3.5,291.5,1977,-76.71667,159.66667
2394,Allan Hills A77012,H5,180.2,1977,-76.71667,159.66667
2395,Allan Hills A77013,L3.6,23,1977,-76.71667,159.66667
2396,Allan Hills A77014,H5,308.8,1977,-76.71667,159.66667
2397,Allan Hills A77015,L3.5,411.1,1977,-76.71667,159.66667
2398,Allan Hills A77016,H5,78.3,1977,-76.71667,159.66667
2399,Allan Hills A77017,H5,77.9,1977,-76.71667,159.66667
2400,Allan Hills A77018,H5,51.8,1977,-76.71667,159.66667
2401,Allan Hills A77019,L6,59.8,1977,-76.71667,159.66667
2402,Allan Hills A77021,H5,16.7,1977,-76.71667,159.66667
2403,Allan Hills A77022,H5,16,1977,-76.71667,159.66667
2404,Allan Hills A77023,H5,21.4,1977,-76.71667,159.66667
2405,Allan Hills A77024,H4,10.75,1977,-76.71667,159.66667
2406,Allan Hills A77025,H5,19.4,1977,-76.71667,159.66667
2407,Allan Hills A77026,L6,20.3,1977,-76.71667,159.66667
2408,Allan Hills A77027,L6,3.7,1977,-76.71667,159.66667
2409,Allan Hills A77028,L6,0.53,1977,-76.71667,159.66667
2410,Allan Hills A77029,CO3.4,1.4,1977,-76.71667,159.66667
2411,Allan Hills A77030,H4/5,0.8,1977,-76.71667,159.66667
2412,Allan Hills A77031,L3.5,0.5,1977,-76.71667,159.66667
2413,Allan Hills A77032,L3,6.74,1977,-76.71667,159.66667
2414,Allan Hills A77033,L3.5,9.3,1977,-76.71667,159.66667
2415,Allan Hills A77034,L3.5,1.8,1977,-76.71667,159.66667
2416,Allan Hills A77035,L(?)3,1.67,1977,-76.71667,159.66667
2417,Allan Hills A77036,L3.5,8.5,1977,-76.71667,159.66667
2418,Allan Hills A77037,H5,2.33,1977,-76.71667,159.66667
2419,Allan Hills A77038,H5,18.8,1977,-76.71667,159.66667
2420,Allan Hills A77039,H5,8.2,1977,-76.71667,159.66667
2421,Allan Hills A77040,L3,2.3,1977,-76.71667,159.66667
2422,Allan Hills A77041,LL6,16.6,1977,-76.71667,159.66667
2423,Allan Hills A77042,H5,20.4,1977,-76.71667,159.66667
2424,Allan Hills A77043,L3.5,11.4,1977,-76.71667,159.66667
2425,Allan Hills A77044,H4,12.25,1977,-76.71667,159.66667
2426,Allan Hills A77045,H5,17.9,1977,-76.71667,159.66667
2427,Allan Hills A77046,H6,7.6,1977,-76.71667,159.66667
2428,Allan Hills A77047,L3.5,20.5,1977,-76.71667,159.66667
2429,Allan Hills A77048,L/LL3,14.93,1977,-76.71667,159.66667
2430,Allan Hills A77049,L3.5,7.3,1977,-76.71667,159.66667
2431,Allan Hills A77050,L3.6,84.2,1977,-76.71667,159.66667
2432,Allan Hills A77051,H5,15,1977,-76.71667,159.66667
2433,Allan Hills A77052,L3.5,112.2,1977,-76.71667,159.66667
2434,Allan Hills A77053,H6,13.05,1977,-76.71667,159.66667
2435,Allan Hills A77054,H5,10.4,1977,-76.71667,159.66667
2436,Allan Hills A77055,H4/5,5.07,1977,-76.71667,159.66667
2437,Allan Hills A77056,H4,12.3,1977,-76.71667,159.66667
2438,Allan Hills A77057,H4,3.03,1977,-76.71667,159.66667
2439,Allan Hills A77058,H5,3.7,1977,-76.71667,159.66667
2440,Allan Hills A77059,H4,6.44,1977,-76.71667,159.66667
2441,Allan Hills A77060,LL5,64.4,1977,-76.71667,159.66667
2442,Allan Hills A77061,H5,12.6,1977,-76.71667,159.66667
2443,Allan Hills A77062,H5,16.7,1977,-76.71667,159.66667
2444,Allan Hills A77063,H5,2.9,1977,-76.71667,159.66667
2445,Allan Hills A77064,H5,6.5,1977,-76.71667,159.66667
2446,Allan Hills A77065,H5,2.65,1977,-76.71667,159.66667
2447,Allan Hills A77066,H5,4.9,1977,-76.71667,159.66667
2448,Allan Hills A77067,H4,4.09,1977,-76.71667,159.66667
2449,Allan Hills A77069,L6,0.8,1977,-76.71667,159.66667
2450,Allan Hills A77070,H5,18.4,1977,-76.71667,159.66667
2451,Allan Hills A77071,H5,10.9,1977,-76.71667,159.66667
2452,Allan Hills A77072,H4,0.27,1977,-76.71667,159.66667
2453,Allan Hills A77073,H5,10.1,1977,-76.71667,159.66667
2454,Allan Hills A77074,H5,12.1,1977,-76.71667,159.66667
2455,Allan Hills A77075,L/LL3,1.2,1977,-76.71667,159.66667
2456,Allan Hills A77076,H5,1.7,1977,-76.71667,159.66667
2457,Allan Hills A77077,H4,13.73,1977,-76.71667,159.66667
2458,Allan Hills A77078,H5,24.1,1977,-76.71667,159.66667
2459,Allan Hills A77079,H5,7.8,1977,-76.71667,159.66667
2460,Allan Hills A77080,L3,1.14,1977,-76.71667,159.66667
2461,Allan Hills A77081,Acapulcoite,8.6,1977,-76.71667,159.66667
2462,Allan Hills A77082,H5,12,1977,-76.71667,159.66667
2463,Allan Hills A77083,H4,9.07,1977,-76.71667,159.66667
2464,Allan Hills A77084,H5,44.1,1977,-76.71667,159.66667
2465,Allan Hills A77085,H5,45.9,1977,-76.71667,159.66667
2466,Allan Hills A77086,H5,19.4,1977,-76.71667,159.66667
2467,Allan Hills A77087,H5,30.7,1977,-76.71667,159.66667
2468,Allan Hills A77088,H5,51.2,1977,-76.71667,159.66667
2469,Allan Hills A77089,L6,7.8,1977,-76.71667,159.66667
2470,Allan Hills A77090,H4/5,9.54,1977,-76.71667,159.66667
2471,Allan Hills A77091,H5,4.2,1977,-76.71667,159.66667
2472,Allan Hills A77092,H5,45,1977,-76.71667,159.66667
2473,Allan Hills A77093,H4/5,9.05,1977,-76.71667,159.66667
2474,Allan Hills A77094,H5,6.6,1977,-76.71667,159.66667
2475,Allan Hills A77095,H4,4.47,1977,-76.71667,159.66667
2476,Allan Hills A77096,H5,2.5,1977,-76.71667,159.66667
2477,Allan Hills A77097,H4/5,1.36,1977,-76.71667,159.66667
2478,Allan Hills A77098,H5,8,1977,-76.71667,159.66667
2479,Allan Hills A77099,H4,4.98,1977,-76.71667,159.66667
2480,Allan Hills A77100,H5,18.2,1977,-76.71667,159.66667
2481,Allan Hills A77101,H5,3.8,1977,-76.71667,159.66667
2482,Allan Hills A77102,H5,12.3,1977,-76.71667,159.66667
2483,Allan Hills A77103,H5,4.13,1977,-76.71667,159.66667
2484,Allan Hills A77104,H5,6.3,1977,-76.71667,159.66667
2485,Allan Hills A77105,H4/5,3.44,1977,-76.71667,159.66667
2486,Allan Hills A77106,H5,7.8,1977,-76.71667,159.66667
2487,Allan Hills A77107,H5,4.71,1977,-76.71667,159.66667
2488,Allan Hills A77108,H5,0.7,1977,-76.71667,159.66667
2489,Allan Hills A77111,H6,52.3,1977,-76.71667,159.66667
2490,Allan Hills A77112,H5,21.7,1977,-76.71667,159.66667
2491,Allan Hills A77113,H5,2,1977,-76.71667,159.66667
2492,Allan Hills A77114,H5,44.5,1977,-76.71667,159.66667
2493,Allan Hills A77115,L3.5,154.4,1977,-76.71667,159.66667
2494,Allan Hills A77116,H5,7.04,1977,-76.71667,159.66667
2495,Allan Hills A77117,L5,20.8,1977,-76.71667,159.66667
2496,Allan Hills A77118,H5,7.8,1977,-76.71667,159.66667
2497,Allan Hills A77119,H5,6.4,1977,-76.71667,159.66667
2498,Allan Hills A77120,H5,3.9,1977,-76.71667,159.66667
2499,Allan Hills A77121,H5,4.48,1977,-76.71667,159.66667
2500,Allan Hills A77122,H5,4.6,1977,-76.71667,159.66667
2501,Allan Hills A77123,H5,3.46,1977,-76.71667,159.66667
2502,Allan Hills A77124,H5,4.4,1977,-76.71667,159.66667
2503,Allan Hills A77125,H5,18.7,1977,-76.71667,159.66667
2504,Allan Hills A77126,H5,25.2,1977,-76.71667,159.66667
2505,Allan Hills A77127,L5,3.8,1977,-76.71667,159.66667
2506,Allan Hills A77128,H5,3.77,1977,-76.71667,159.66667
2507,Allan Hills A77129,H5,1.7,1977,-76.71667,159.66667
2508,Allan Hills A77130,H5,24.8,1977,-76.71667,159.66667
2509,Allan Hills A77131,H6,25.9,1977,-76.71667,159.66667
2510,Allan Hills A77132,H5,115.4,1977,-76.71667,159.66667
2511,Allan Hills A77133,H6,18.7,1977,-76.71667,159.66667
2512,Allan Hills A77134,H6,19.1,1977,-76.71667,159.66667
2513,Allan Hills A77135,H5,3.23,1977,-76.71667,159.66667
2514,Allan Hills A77136,H5,3.6,1977,-76.71667,159.66667
2515,Allan Hills A77137,H5,5.13,1977,-76.71667,159.66667
2516,Allan Hills A77138,H5,2.1,1977,-76.71667,159.66667
2517,Allan Hills A77139,H5,65.9,1977,-76.71667,159.66667
2518,Allan Hills A77140,L3.5,78.6,1977,-76.71667,159.66667
2519,Allan Hills A77141,H4,11.2,1977,-76.71667,159.66667
2520,Allan Hills A77142,H5,3.1,1977,-76.71667,159.66667
2521,Allan Hills A77143,H5,39,1977,-76.71667,159.66667
2522,Allan Hills A77144,H6,7.9,1977,-76.71667,159.66667
2523,Allan Hills A77145,H5,14.22,1977,-76.71667,159.66667
2524,Allan Hills A77146,H6,18.2,1977,-76.71667,159.66667
2525,Allan Hills A77147,H6,18.7,1977,-76.71667,159.66667
2526,Allan Hills A77148,H6,13.1,1977,-76.71667,159.66667
2527,Allan Hills A77149,H6,25.6,1977,-76.71667,159.66667
2528,Allan Hills A77150,L6,58.3,1977,-76.71667,159.66667
2529,Allan Hills A77151,H5,16.9,1977,-76.71667,159.66667
2530,Allan Hills A77152,H5,17.8,1977,-76.71667,159.66667
2531,Allan Hills A77153,H5,12,1977,-76.71667,159.66667
2532,Allan Hills A77154,H5,5.21,1977,-76.71667,159.66667
2533,Allan Hills A77155,L6,305.3,1977,-76.71667,159.66667
2534,Allan Hills A77156,EH3,17.7,1977,-76.71667,159.66667
2535,Allan Hills A77157,H6,88.3,1977,-76.71667,159.66667
2536,Allan Hills A77158,H5,19.9,1977,-76.71667,159.66667
2537,Allan Hills A77159,L6,17,1977,-76.71667,159.66667
2538,Allan Hills A77160,L3.5,70.42,1977,-76.71667,159.66667
2539,Allan Hills A77161,H5,6.1,1977,-76.71667,159.66667
2540,Allan Hills A77162,L6,29,1977,-76.71667,159.66667
2541,Allan Hills A77163,L3.5,24.3,1977,-76.71667,159.66667
2542,Allan Hills A77164,L3.5,38.14,1977,-76.71667,159.66667
2543,Allan Hills A77165,L3.5,30.5,1977,-76.71667,159.66667
2544,Allan Hills A77166,L3.5,138.8,1977,-76.71667,159.66667
2545,Allan Hills A77167,L3.4,611.2,1977,-76.71667,159.66667
2546,Allan Hills A77168,H5,24.7,1977,-76.71667,159.66667
2547,Allan Hills A77169,L6,7.34,1977,-76.71667,159.66667
2548,Allan Hills A77170,L3.5,12.2,1977,-76.71667,159.66667
2549,Allan Hills A77171,H5,23.8,1977,-76.71667,159.66667
2550,Allan Hills A77172,H4,6.42,1977,-76.71667,159.66667
2551,Allan Hills A77173,H5,25.8,1977,-76.71667,159.66667
2552,Allan Hills A77174,H5,32.4,1977,-76.71667,159.66667
2553,Allan Hills A77175,L3.5,23.3,1977,-76.71667,159.66667
2554,Allan Hills A77176,L3.2,55.4,1977,-76.71667,159.66667
2555,Allan Hills A77177,H5,368.2,1977,-76.71667,159.66667
2556,Allan Hills A77178,L3.5,5.7,1977,-76.71667,159.66667
2557,Allan Hills A77179,H5,9.18,1977,-76.71667,159.66667
2558,Allan Hills A77180,L6,190.8,1977,-76.71667,159.66667
2559,Allan Hills A77181,H5,33,1977,-76.71667,159.66667
2560,Allan Hills A77182,H5,"1,134.70",1977,-76.71667,159.66667
2561,Allan Hills A77183,H6,288,1977,-76.71667,159.66667
2562,Allan Hills A77184,H5,127.6,1977,-76.71667,159.66667
2563,Allan Hills A77185,L3.5,28,1977,-76.71667,159.66667
2564,Allan Hills A77186,H5,122.4,1977,-76.71667,159.66667
2565,Allan Hills A77187,H5,52.2,1977,-76.71667,159.66667
2566,Allan Hills A77188,H5,109,1977,-76.71667,159.66667
2567,Allan Hills A77190,H4,387.1,1977,-76.71667,159.66667
2568,Allan Hills A77191,H4,642.2,1977,-76.71667,159.66667
2569,Allan Hills A77192,H4,845.3,1977,-76.71667,159.66667
2570,Allan Hills A77193,H5,6.7,1977,-76.71667,159.66667
2571,Allan Hills A77194,H5,10.94,1977,-76.71667,159.66667
2572,Allan Hills A77195,H5,4.7,1977,-76.71667,159.66667
2573,Allan Hills A77196,L6,5.15,1977,-76.71667,159.66667
2574,Allan Hills A77197,L3.7,20.3,1977,-76.71667,159.66667
2575,Allan Hills A77198,L6,7.3,1977,-76.71667,159.66667
2576,Allan Hills A77199,H5,3.13,1977,-76.71667,159.66667
2577,Allan Hills A77200,H6,0.9,1977,-76.71667,159.66667
2578,Allan Hills A77201,H5,15,1977,-76.71667,159.66667
2579,Allan Hills A77202,H5,2.7,1977,-76.71667,159.66667
2580,Allan Hills A77203,H4,6.82,1977,-76.71667,159.66667
2581,Allan Hills A77204,H4,5.61,1977,-76.71667,159.66667
2582,Allan Hills A77205,H5,3.1,1977,-76.71667,159.66667
2583,Allan Hills A77206,H5,4.36,1977,-76.71667,159.66667
2584,Allan Hills A77207,H5,4.9,1977,-76.71667,159.66667
2585,Allan Hills A77208,H4,"1,733",1977,-76.71667,159.66667
2586,Allan Hills A77209,H6,31.8,1977,-76.71667,159.66667
2587,Allan Hills A77210,H6,5.93,1977,-76.71667,159.66667
2588,Allan Hills A77211,L3.5,26.7,1977,-76.71667,159.66667
2589,Allan Hills A77212,H6,16.8,1977,-76.71667,159.66667
2590,Allan Hills A77213,H5,8.4,1977,-76.71667,159.66667
2591,Allan Hills A77214,L3.4,"2,111",1977,-76.71667,159.66667
2592,Allan Hills A77215,L3.8,819.6,1977,-76.71667,159.66667
2593,Allan Hills A77216,L3.7-3.9,"1,470",1977,-76.71667,159.66667
2594,Allan Hills A77217,L3,413.2,1977,-76.71667,159.66667
2595,Allan Hills A77218,L5,45.1,1977,-76.71667,159.66667
2596,Allan Hills A77219,Mesosiderite-B1,637.1,1977,-76.71667,159.66667
2597,Allan Hills A77220,H5,69.1,1977,-76.71667,159.66667
2598,Allan Hills A77221,H4,229.2,1977,-76.71667,159.66667
2599,Allan Hills A77222,H4,125.4,1977,-76.71667,159.66667
2600,Allan Hills A77223,H4,207.9,1977,-76.71667,159.66667
2601,Allan Hills A77224,H4,786.9,1977,-76.71667,159.66667
2602,Allan Hills A77225,H4,"5,878",1977,-76.71667,159.66667
2603,Allan Hills A77226,H4,"15,323",1977,-76.71667,159.66667
2604,Allan Hills A77227,H5,16,1977,-76.71667,159.66667
2605,Allan Hills A77228,H5,19.3,1977,-76.71667,159.66667
2606,Allan Hills A77229,H5,12.47,1977,-76.71667,159.66667
2607,Allan Hills A77230,L4,"2,473",1977,-76.71667,159.66667
2608,Allan Hills A77231,L6,"9,270",1977,-76.71667,159.66667
2609,Allan Hills A77232,H4,"6,494.30",1977,-76.71667,159.66667
2610,Allan Hills A77233,H4,"4,087",1977,-76.71667,159.66667
2611,Allan Hills A77235,H5,4.9,1977,-76.71667,159.66667
2612,Allan Hills A77236,H5,6.91,1977,-76.71667,159.66667
2613,Allan Hills A77237,H5,4.1,1977,-76.71667,159.66667
2614,Allan Hills A77238,H6,5.83,1977,-76.71667,159.66667
2615,Allan Hills A77239,H6,19,1977,-76.71667,159.66667
2616,Allan Hills A77240,H5,25.1,1977,-76.71667,159.66667
2617,Allan Hills A77241,L3.5,144.1,1977,-76.71667,159.66667
2618,Allan Hills A77242,H5,56.5,1977,-76.71667,159.66667
2619,Allan Hills A77243,H5,9.22,1977,-76.71667,159.66667
2620,Allan Hills A77244,L3.5,39.5,1977,-76.71667,159.66667
2621,Allan Hills A77245,H5,33.4,1977,-76.71667,159.66667
2622,Allan Hills A77246,H6,41.6,1977,-76.71667,159.66667
2623,Allan Hills A77247,H5,44.3,1977,-76.71667,159.66667
2624,Allan Hills A77248,H6,96.1,1977,-76.71667,159.66667
2625,Allan Hills A77249,L3.5,503.6,1977,-76.71667,159.66667
2626,Allan Hills A77250,"Iron, IAB-MG","10,555",1977,-76.71667,159.66667
2627,Allan Hills A77251,L6,68.8,1977,-76.71667,159.66667
2628,Allan Hills A77252,L3-6,343.1,1977,-76.71667,159.66667
2629,Allan Hills A77253,H5,23.6,1977,-76.71667,159.66667
2630,Allan Hills A77254,L5,245.8,1977,-76.71667,159.66667
2631,Allan Hills A77255,"Iron, ungrouped",765.1,1977,-76.71667,159.66667
2632,Allan Hills A77256,Diogenite,676.2,1977,-76.71667,159.66667
2633,Allan Hills A77257,Ureilite,"1,995.70",1977,-76.71667,159.66667
2634,Allan Hills A77258,H6,597.3,1977,-76.71667,159.66667
2635,Allan Hills A77259,H5,294,1977,-76.71667,159.66667
2636,Allan Hills A77260,L3.5,744.3,1977,-76.71667,159.66667
